Date,season,GPP,ER,AFDMrock,AFDMsediment,Chlorophylla,temperature,Canopy,PAR,discharge1DayPrev,DOC,TDN,NH4,NO32,DON,SRP,TDP,DenitRock,DenitRockSD,NfixRock,NfixRockSD,DenitSed,DenitSedSD,NfixSed,NfixSedSD
2017-11-03,Fall,3.150570757,-7.496522417,NA,3.8,NA,3.484791667,NA,104.7663333,2027.316622,NA,NA,NA,NA,NA,NA,NA,60.87124328,105.4320861,NA,NA,823.2554666,713.1504442,NA,NA
2017-11-09,Fall,3.192213969,-7.062715473,NA,3,NA,0.136916667,NA,326.0194667,970.3655598,8.761,NA,NA,0.111439166,NA,0.012008549,NA,NA,NA,NA,NA,73.4853216,0.527960807,NA,NA
2017-12-01,Fall,3.399604319,-7.080818785,NA,3,NA,1.440541667,NA,170.6025333,880.2360037,9.663,0.3242,NA,0.177747122,NA,0.005846778,NA,0.00001,NA,NA,NA,518.1942449,466.9509932,NA,NA
2018-01-30,winter,3.781494245,-7.644273801,NA,1.1,NA,0.0375,NA,254.3496667,NA,6.764,0.3274,0.002561521,0.207585138,0.117253341,0.005846778,0.006585921,NA,NA,NA,NA,261.4617573,102.7418382,NA,NA
2018-02-06,winter,3.440048931,-7.214759228,NA,NA,NA,0.003458333,NA,371.4915667,NA,6.981,0.3624,NA,0.242747132,NA,0.005846778,0.008557748,0.00001,0,NA,NA,NA,NA,NA,NA
2018-02-13,winter,3.630481849,-7.947389071,NA,1.433333333,NA,0.095541667,NA,292.9474333,NA,7.786,0.3224,0.002561521,NA,NA,NA,0.008557748,NA,NA,NA,NA,1.40E-05,0,NA,NA
2018-02-22,winter,5.167468069,-7.52622281,NA,1.35,NA,0.101958333,NA,395.7716667,NA,7.192,0.3257,0.005721751,0.246005881,0.073972369,0.005846778,0.010613569,NA,NA,NA,NA,1.40E-05,0,NA,NA
2018-03-06,winter,3.697153179,-7.385378506,NA,2.1,NA,0.804125,NA,553.326,612.1905364,4.99,0.2436,0.002561521,0.147068642,0.093969837,0.005846778,0.006503436,NA,NA,NA,NA,45.36034241,78.56641771,NA,NA
2018-03-16,winter,NA,NA,0.031888,NA,0,0.359375,NA,694.0208667,639.1457175,NA,NA,NA,NA,NA,NA,NA,126.4900746,35.62060007,1.750803061,0.123292347,NA,NA,NA,NA
2018-03-20,winter,NA,NA,NA,1.933333333,NA,0.4735,NA,390.0750667,633.0840795,7.011,0.243,0.002561521,0.081868671,0.158569808,0.005846778,0.004572097,NA,NA,NA,NA,137.9469381,241.3602533,NA,NA
2018-03-29,winter,2.657328099,-7.607797988,0.038126667,NA,0.051167246,1.718875,NA,329.3763333,1046.631176,5.988,0.3114,NA,0.210175266,NA,0.005846778,0.006585921,151.3062475,61.65492916,NA,NA,NA,NA,NA,NA
2018-04-03,winter,2.757270507,-7.606881812,NA,2.883333333,NA,1.141291667,NA,420.544,715.040327,6.128,0.2065,0.002561521,NA,NA,NA,0.008599745,NA,NA,NA,NA,1220.797801,617.062376,11.30937196,1.873275242
2018-04-12,winter,NA,NA,0.039925,NA,0.071523656,1.956833333,NA,167.1990667,981.7747175,8.281,0.2833,0.002561521,0.138798356,0.141940123,0.005846778,0.006503436,0.00001,NA,3.571027354,1.473376118,NA,NA,NA,NA
2018-04-17,winter,3.447117902,-7.611594862,NA,1.316666667,NA,0.01075,NA,509.7136667,795.1275928,7.678,0.2857,0.002561521,0.176578597,0.106559882,0.005846778,0.01665504,NA,NA,NA,NA,400.1879818,0,1.40E-05,NA
2018-04-24,winter,NA,NA,NA,2.933333333,NA,1.229916667,NA,1016.92,6559.597535,7.149,0.483,NA,0.178509475,NA,0.005846778,0.007897555,NA,NA,NA,NA,343.705083,511.6324093,1.797806482,1.528409698
2018-05-03,Spring,NA,NA,0.009852,3.85,0.001298806,3.576166667,NA,960.28,5723.576861,6,0.31,0.005595597,0.146206308,0.158198095,0.005846778,0.012666371,269.8261251,467.3525579,0.226152509,1.363038694,940.8496013,1142.2515,8.879783071,0.701000366
2018-05-04,Spring,NA,NA,0.00807,1.9,0.000741931,5.27075,NA,1058.893333,5625.943482,6.2,0.28,NA,0.12212656,NA,0.005846778,0.012666371,0.00001,NA,5.594773481,8.984979268,368.8585414,638.8817344,1.40E-05,NA
2018-05-05,Spring,NA,NA,0.007516667,2.366666667,0.000969959,6.522916667,30.68,1148.473333,4386.278526,6.9,0.34,NA,NA,NA,NA,0.008557748,0.00001,0,0.00001,NA,1.40E-05,NA,9.072240472,0.803456411
2018-05-06,Spring,NA,NA,0,2.016666667,0.006632161,7.054166667,29.64,1072.98,3185.666921,6.9,0.35,NA,0.122579598,NA,0.005846778,0.012627393,97.39313188,84.59936876,0.00001,NA,74.54171613,0,1.40E-05,NA
2018-05-07,Spring,NA,NA,0.013918,0.933333333,0.001974289,7.143833333,27.04,1142.406667,2153.179994,7,0.29,0.002561521,0.100915011,0.186523468,0.005846778,0.014720683,0.00001,NA,0.00001,NA,991.9357589,17.11525021,1.40E-05,NA
2018-05-08,Spring,3.012644301,-7.084886543,0.013873333,0.883333333,0.000499933,9.2645,25.48,330.8536667,1848.926491,6.6,0.3,0.005878291,0.101811713,0.192309995,0.005846778,0.010613569,55.02231614,85.39602347,0.573366904,1.718798294,1.40E-05,NA,1.40E-05,NA
2018-05-09,Spring,2.711661486,-7.53024979,0.06585,1.05,0.003948664,7.9655,26.26,219.7733333,2181.465779,7.5,0.31,NA,0.140473034,NA,0.005846778,0.012627393,0.00001,NA,0.00001,NA,1.40E-05,NA,1.40E-05,NA
2018-05-10,Spring,2.469168346,-7.759948621,0,1.333333333,0.002925406,7.771875,22.36,1077.24,1831.938283,6.9,0.31,NA,NA,NA,NA,0.011581294,0.00001,0,0.00001,NA,6.738056427,11.67065608,2.760936324,1.885248482
2018-05-11,Spring,2.310710253,-7.326523845,0.026908,0.733333333,0.000814114,6.679166667,19.24,1050.47,1406.917945,6.6,0.29,0.005642626,0.113646939,0.170710435,0.005846778,0.008594961,18.68136258,32.35706915,0.161636121,1.180147317,1.40E-05,NA,4.366290431,3.683460356
2018-05-12,Spring,2.26267125,-7.311166085,0.033416667,1.933333333,0.041297296,7.022958333,24.44,1208.87,1089.492723,7.575,0.3091,0.006462818,0.126966255,0.175670927,0.005846778,NA,18.7852132,32.53694369,2.238199865,3.417054976,1.40E-05,NA,2.058602143,9.716169246
2018-05-13,Spring,2.759092687,-8.035416564,0.026093333,2.366666667,0.028653022,8.391625,20.28,1072.353333,1012.976213,3.862,0.2149,NA,0.127599136,NA,0.002956772,0.009892917,0.00001,NA,1.983218887,3.640132239,177.7266049,499.6069999,1.40E-05,NA
2018-05-14,Spring,2.846265387,-7.323733114,0.416513333,1.4,0.020433692,11.39495833,46.8,1321.633333,954.52106,NA,NA,0.010550141,0.104546125,NA,0.008383194,0.003053944,11.15782272,19.32591586,0.00001,NA,1.40E-05,NA,2.558138058,2.29729898
2018-05-15,Spring,3.144224292,-7.420800438,0.025384,2.05,0.024940371,11.427375,20.28,1439.11,879.0374245,6.095,0.3124,0.01315008,0.07269512,0.2265548,0.008986504,0.010485772,38.67185645,33.3211803,2.185659528,2.065572637,582.5940967,1114.808933,0.090117895,2.603784565
2018-05-16,Spring,2.863025242,-7.958494137,0.518966667,1.35,0.008821025,9.840291667,31.46,843.1,838.1690657,4.875,0.2436,0.009769686,0.030587467,0.203242848,0.010019723,0.010485772,0.00001,0,3.121320814,1.667628494,123.1048833,134.3323121,1.40E-05,NA
2018-06-01,Spring,3.698352921,-6.966550998,0.048893333,1.5,0.035118227,12.87383333,11.44,575.3533333,787.5023504,NA,NA,0.005595597,0.030587467,NA,0.010165247,0.01188828,0.00001,NA,0.00001,NA,4490.414508,3966.390753,0.039839409,0.854808251
2018-06-13,summer,2.963759711,-7.988540836,0.059516,1.533333333,0.00556413,13.65908333,22.62,1466.01,971.1308096,NA,NA,NA,0.176925405,NA,0.005846778,0.007499126,0.00001,NA,1.657827124,1.026430954,581.1031944,150.095112,2.667107092,1.29130692
2018-06-19,summer,2.427381471,-7.139377565,0.004996667,1.083333333,0,15.4365,17.16,1487.476667,NA,9.58,0.4142,NA,0.094341317,NA,0.007320836,0.02785118,832.2610222,1827.291248,0.00001,NA,1.40E-05,NA,3.736853436,0.95431827
2018-06-20,summer,2.00156704,-7.722694524,0.010516667,1.866666667,0,14.04904167,29.38,1176.493333,1414.65,10.02,0.3964,0.026050588,0.134655421,0.23569399,0.008948118,0.01188828,1152.215102,557.4395343,3.664097424,4.939137029,1.40E-05,NA,5.762190418,7.332756854
2018-06-22,summer,2.308140119,-7.499143129,0.000304,0.866666667,0.000668882,13.107125,21.58,1385.6,NA,6.357,0.3939,NA,0.270661111,NA,0.004201854,0.010613569,0.00001,NA,12.37627318,1.971939581,517.9714902,897.152938,1.40E-05,NA
2018-06-23,summer,2.202567735,-7.700165446,0,1.133333333,0,13.48445833,23.92,1453.3,783.3,5.349,0.3665,0.010491915,0.190752426,0.16525566,0.008070736,0.011581294,0.00001,0,0.00001,NA,276.7435558,255.2934576,3.061453023,2.061040998
2018-06-24,summer,2.340284704,-8.005458725,0,1.04,0.000316173,12.80033333,22.62,999.8833333,945.45,4.609,0.3518,NA,NA,NA,NA,0.0163499,0.00001,NA,0.00001,NA,286.5271679,351.4139126,6.621854517,1.385468839
2018-06-25,summer,2.616674938,-7.317303305,0.013443333,0.983333333,0.000841066,12.30075,19.5,1327.363333,581.625,4.648,0.3203,NA,0.030587467,NA,0.00764526,0.007499126,0.00001,NA,0.00001,NA,NA,NA,0.286447022,0.295608919
2018-06-26,summer,2.649447853,-7.442607338,NA,1.416666667,NA,12.82675,17.94,1130.556667,612.425,4.699,0.3083,0.005486776,0.030587467,0.272225757,0.009954238,0.013622378,0.00001,NA,0.00001,NA,277.8334837,144.9042955,0.179647665,1.629043817
2018-06-27,summer,2.663822584,-7.745769228,0.018052,1.1,0.004042383,15.016625,23.4,1091.943333,604.55,4.343,0.2683,0.006328037,0.137741965,0.124229998,0.006096,0.015879005,0.00001,NA,0.767346146,0.586600033,1.40E-05,NA,1.40E-05,NA
2018-06-28,summer,2.901201448,-7.831877012,0.020696667,1.42,-0.000362068,16.08366667,27.56,1473.033333,534.16,3.887,0.2629,0.004808582,0.087712032,0.170379386,0.005943292,0.007499126,180.0510202,324.3795923,0.00001,NA,1.40E-05,NA,0.745322653,1.040617348
2018-06-29,summer,3.079578941,-7.606546557,NA,1.016666667,NA,16.804875,20.02,445.3267,447.474,4.007,0.2224,0.004680118,0.073885217,0.143834666,0.002956772,0.008531062,0.00001,NA,0.00001,NA,1.40E-05,NA,1.40E-05,NA
2018-06-30,summer,2.922335073,-7.313945032,NA,NA,NA,16.367375,25.22,523.0593333,1605.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-01,summer,2.730390631,-7.616371171,0.02174,1.366666667,0.000992367,18.08704167,NA,315.14,NA,9.302,0.4461,0.01127112,0.078161753,0.356667127,0.008925621,0.01188828,817.2559687,2489.560608,0.611744253,4.715124663,811.5784424,773.1769708,4.670125713,1.335947339
2018-07-02,summer,2.24470249,-7.885821097,0.016652,1.22,0.002263619,16.69204167,28.34,1361.973333,2073.6,10.29,0.4161,0.007083729,0.076451138,0.332565132,0.008463183,0.013883642,0.00001,0,2.872280072,3.035616253,1970.854177,1372.933294,1.40E-05,0
2018-07-03,summer,2.682005696,-7.596762437,0.023586667,1.85,0.006609058,17.68645833,27.04,1244.86,1010.55,7.715,0.3629,0.00768465,0.030587467,0.324627883,0.009617107,0.010485772,0.00001,NA,0.592526491,1.654147584,509.9281214,498.2094093,8.394021178,2.893824231
2018-07-04,summer,2.696979722,-7.652097247,0.021555,1.833333333,0.0052982,17.25241667,30.16,1243.343333,800.25,6.182,0.3751,0.00796164,0.130759632,0.236378728,0.007012999,0.01188828,132.4127597,30.02500401,10.05359543,9.933574429,5828.330567,4356.826903,1.554277679,2.563773554
2018-07-05,summer,2.896512085,-7.655951301,0.023386667,1.133333333,0.013327599,18.01283333,22.36,1301.61,642.15,5.983,0.3216,0.006415751,0.151191363,0.163992886,0.007283341,NA,138.903264,31.72022838,17.13829423,27.3441476,946.2053261,522.7491969,0.867498913,0.271533656
2018-07-06,summer,2.690127202,-7.541754136,0.028346667,1.216666667,0.014744107,15.93683333,31.2,1458.766667,588.6,5.372,0.3166,0.008804548,0.141572255,0.166223197,0.002956772,0.009892917,0.00001,NA,0.277278629,1.436054344,115.6477575,180.9189893,1.216066238,3.994220573
2018-07-07,summer,2.528034877,-7.509673852,0.020643333,1.8,0.006493802,15.96908333,16.12,1446.433333,521.19,NA,NA,0.006735009,0.101935068,NA,0.007460538,0.005458042,0.00001,NA,0.00001,NA,362.1609398,1.68596664,0.69149122,1.200676985
2018-07-09,summer,3.14183235,-7.30303064,0.025584,2.183333333,0.005118734,19.39329167,23.66,1232.513333,578.25,NA,NA,NA,0.122089221,NA,0.005926023,0.006576353,0.878811502,3.18395363,1.340075915,0.772168707,920.3710306,736.6289194,3.38034439,3.705419531
2018-07-17,summer,2.647232602,-7.079036107,NA,NA,NA,16.78679167,NA,1395.216667,339.26559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-31,summer,3.151681856,-7.482054164,0.027933333,1.1,0.016272323,16.231875,27.04,1342.94,235.515,NA,NA,NA,0.089057914,NA,0.005846778,0.018304609,NA,NA,0.00001,NA,NA,NA,1.40E-05,NA
2018-08-14,summer,3.803739604,-7.408784383,0.058333333,1.15,0.04833761,18.84291667,24.44,1060.186667,260.5214033,NA,NA,NA,NA,NA,NA,NA,0.00001,NA,2.445492408,1.331363956,188.0441214,325.7019723,1.378187915,0.158627783
2018-08-28,summer,2.676401396,-7.679744763,0.019343333,0.95,0.015682311,16.59704167,NA,314.6666667,2387.904548,NA,NA,NA,NA,NA,NA,0.010485772,7.700363989,22.19334025,1.129793426,1.729743582,560.97951,724.8297097,4.924788517,3.382221925
2018-08-29,summer,2.85341425,-7.504539162,0.025266667,1.133333333,0.024482666,14.17095833,27.56,761.7633333,591.8155892,14.34,0.6884,0.01154266,0.15873178,0.51812556,0.009685895,0.022214028,79.70615158,20.81836941,4.536714788,2.785986573,1459.9035,386.4054654,4.835777069,1.304815096
2018-08-30,summer,2.691854287,-7.131295574,0.028605,1.916666667,0.029300761,12.14283333,20.54,1166.42,412.2759767,10.12,0.5488,0.021859513,0.286376956,0.240563531,0.009469415,0.012440481,17.7104683,16.46200123,0.679538606,1.67257997,1324.787039,469.0524612,6.689480058,3.029093735
2018-09-01,summer,2.692543659,-7.418896937,NA,3.283333333,NA,16.657,53.56,558.2573333,3765.091636,7.005,0.4943,0.015369485,0.210895589,0.268034926,0.004201854,0.015879005,NA,NA,NA,NA,1.40E-05,NA,1.40E-05,NA
2018-09-02,summer,2.703142235,-7.516842202,0.016366667,1.783333333,0.016175729,16.35904167,39.78,300.36,1717.1,10.99,0.5252,0.025572403,0.125492604,0.374134993,0.004201854,0.018304609,4620.697976,2411.864771,0.00001,NA,4351.92145,90.99445162,1.40E-05,NA
2018-09-03,summer,2.539393184,-7.353635961,0.027228,2.516666667,0.014558321,15.71683333,24.7,1073.07,1420,10.34,0.505,0.018218052,0.129497599,0.357284349,0.006518945,0.013883642,2681.111028,3400.063519,4.023333954,0.903194165,6114.739003,3717.193405,38.20272446,25.01495845
2018-09-04,summer,2.967871391,-7.647889141,0.02712,1.683333333,0.019648522,15.37041667,11.44,240.33,1151.34,8.722,0.456,0.01437592,0.165855099,0.27576898,0.009212758,0.018304609,0.00001,NA,0.00001,NA,1038.107088,1462.488688,1.40E-05,NA
2018-09-05,summer,2.958195782,-7.304327416,0.023786667,0.85,0.032059171,16.04691667,9.62,400.9566667,2949.75,10.64,0.4886,0.013311707,0.105249413,0.37003888,0.005768466,0.010485772,0.00001,NA,0.00001,NA,1472.532438,745.0943387,2.198164293,5.314097736
2018-09-06,summer,2.308339059,-7.415182296,0.016653333,1.116666667,0.008735357,13.15445833,27.56,1120.393333,1136.4,9.645,0.4645,NA,0.12062221,NA,0.00646648,0.013883642,10.76607983,15.92323114,0.330217435,2.24985254,1537.994558,483.3365045,1.40E-05,NA
2018-09-18,Fall,4.581289625,-7.024850816,0.067303333,1.533333333,0.100563599,13.19708333,23.66,448.8633333,174.35,3.4,0.22,0.004304842,0.073956677,0.141738481,0.005794698,0.006576353,0.00001,NA,0.133511576,0.336411187,1.40E-05,NA,1.858584773,0.361409811
2018-10-04,Fall,3.652848981,-7.417671355,0.044543333,1.233333333,0.032578759,9.292416667,21.32,615.8733333,1773.44,8.5,0.43,0.003669761,0.106198398,0.320131841,0.004201854,0.010485772,0.00001,NA,7.895195988,2.295530642,446.7712611,1937.330463,0.26716353,0.436693442
2018-10-08,Fall,2.935884368,-7.701621316,0.057733333,1.8,0.029971424,7.82725,11.96,126.864,970.575,5.1,0.36,0.003023329,0.127008575,0.229968096,0.006077554,0.007897555,0.00001,NA,NA,NA,0.479447894,3.894286707,0,NA
2018-10-09,Fall,2.8770805,-7.574671931,0.018303333,0.866666667,0.013715042,7.958,11.18,156.7616667,3005.817062,7.9,0.42,0.004678794,0.061199825,0.354121381,0.004201854,0.009892917,1771.262752,2747.751133,0.00001,NA,3009.569677,4292.784051,1.40E-05,NA
2018-10-14,Fall,3.186082181,-7.329293689,0.005833333,1.65,0.001169449,5.834041667,24.18,213.318,1554.04,6.4,0.38,0.005722253,0.153089435,0.221188312,0.004201854,0.007499126,0.00001,NA,0.00001,NA,1.40E-05,NA,0.405781335,4.221022215
2018-10-15,Fall,2.942894862,-7.298620061,0.014705,2.183333333,0.007508833,5.16325,17.16,283.9763333,1401.1,5.6,0.34,0.009089729,0.129723484,0.201186787,0.00669573,0.007499126,0.00001,NA,1.051217417,0.378854952,3755.107694,2629.792061,1.40E-05,NA
2018-10-16,Fall,2.606625089,-8.226163207,0.00974,2.42,0.004049729,4.883,20.02,297.4266667,1200.4,5.4,0.41,0.004165997,0.154554704,0.251279299,0.005846778,0.010612059,5690.072914,5447.117206,9.872606393,2.262655113,2677.076852,994.9623947,2.635236426,3.85348468
2018-10-17,Fall,2.88255041,-7.042752368,0.004004,2.74,0.001316239,4.419166667,8.32,415.4186667,948.06,5.2,0.32,0.003243457,0.155325348,0.161431195,0.010987845,NA,4.746669455,8.221472663,3.80123742,2.403195591,1.40E-05,NA,1.40E-05,NA
2018-10-18,Fall,1.921622931,-8.074859408,0.016446667,0.833333333,0.010044939,2.821208333,7.28,645.6166667,1318.6,5.1,0.31,NA,0.149165526,NA,0.009316116,0.007499126,0.00001,NA,0.490269823,0.718085423,1.40E-05,NA,0.190564365,0.507540378
2018-11-01,Fall,3.500257007,-7.201699611,0.045333333,0.716666667,0.053364481,5.148416667,22.1,241.6593333,803.8,4.2,0.27,0.00361402,0.163752861,0.102633119,0.004201854,0.008599745,2061.678585,460.8283813,0.00001,NA,1.40E-05,NA,5.848830576,4.508559374
2018-11-13,Fall,3.590730252,-7.515076319,0.02516,1.366666667,0.023186763,0.024958333,8.84,178.5196,NA,4.6,0.28,NA,0.09254062,NA,0.01281378,0.00954021,NA,NA,2.004373806,2.871365774,NA,NA,1.40E-05,NA
2018-11-28,Fall,3.204136658,-7.247715531,NA,1.583333333,NA,0.358416667,10.66,77.48596667,NA,4,0.28,0.002419685,0.171676357,0.105903959,0.004201854,NA,NA,NA,NA,NA,15.58512208,661.9375379,1.40E-05,NA
2018-12-04,Fall,4.362088466,-7.156324218,0.0282,NA,0.032085376,0.854208333,9.36,144.0779333,NA,3.4,0.32,0.002419685,0.179741893,0.137838422,0.011160321,0.003416958,8054.212439,6152.642122,0.00001,NA,NA,NA,NA,NA
2018-12-12,winter,3.83250747,-7.630329818,NA,1.083333333,NA,1.0375,7.54,110.3702667,NA,3.9,0.69,NA,0.247487811,NA,0.049465186,0.056931519,NA,NA,NA,NA,1171.73951,5078.509404,1.40E-05,NA
2019-01-04,winter,5.005010585,-7.679105653,NA,2.68,NA,0.044541667,5.98,195.8645333,NA,3.4,0.36,0.002419685,0.030587467,0.326992849,0.009362441,0.010612059,NA,NA,NA,NA,19.26513453,935.4306931,1.40E-05,NA
2019-01-11,winter,4.468163844,-7.611143495,NA,NA,NA,0.034458333,5.72,122.6726,NA,3.4,0.4,0.002419685,0.237211728,0.160368588,0.010992844,0.010613569,862.5413186,326.2191186,2.106052313,1.014036963,NA,NA,NA,NA
2019-01-17,winter,4.544056397,-7.143748996,NA,1.5,NA,0.03675,7.28,150.7451333,NA,3.5,0.37,0.006317146,0.207998024,0.15568483,0.008130728,0.005458042,NA,NA,NA,NA,388.1453689,3390.23808,3.058650483,7.783518292
2019-02-05,winter,3.462547314,-7.390455557,NA,0.366666667,NA,0.019291667,5.2,82.134,NA,2.7,0.38,NA,0.305515455,NA,0.011930218,0.005458042,NA,NA,1.662302962,12.69999138,1.40E-05,0,NA,NA
2019-02-06,winter,3.470939525,-7.153297115,NA,0.766666667,NA,0.017916667,NA,191.6201,NA,NA,NA,0.012673546,0.285186411,NA,0.008978114,0.004449124,NA,NA,NA,NA,1.40E-05,NA,NA,NA
2019-02-07,winter,3.175061966,-7.522784312,NA,0.5,NA,0.023916667,13,98.8927,NA,2.8,0.35,0.016158404,0.030587467,0.30325413,0.015149438,0.010612059,NA,NA,0.073567921,5.133420668,1.40E-05,NA,NA,NA
2019-02-28,winter,3.468736176,-7.764148824,NA,1.65,NA,0.010625,NA,284.6696667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40E-05,NA,NA,NA
2019-03-28,winter,2.678092691,-7.366545451,NA,1.4,NA,0.365583333,11.44,778.707,NA,7.227,0.4795,0.005144548,0.181861568,0.292493884,0.008078235,0.014720683,NA,NA,NA,NA,NA,NA,1.40E-05,NA
2019-04-16,Spring,NA,NA,NA,NA,NA,NA,11.96,887.9033333,10357.32944,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.821114005,1.179862682,1.40E-05,NA,NA,NA
2019-04-17,Spring,NA,NA,NA,104.4333333,NA,NA,11.18,600.2666667,11810.82385,NA,NA,0.005545444,0.125429731,NA,NA,0.006585921,NA,NA,40.42422236,13.44563664,3748.470691,1768.338056,NA,NA
2019-04-19,Spring,1.738606515,-7.852631056,NA,5.866666667,NA,NA,NA,1034.263333,12963.08215,5.95,0.2773,0.006241476,0.141927945,0.129130579,NA,NA,NA,NA,NA,NA,1.40E-05,NA,2.324577887,0.865489475
2019-04-24,Spring,1.876086188,-7.60270171,NA,NA,NA,NA,17.94,771.54,13113.25652,6.14,0.3046,0.002419685,NA,NA,NA,0.008599745,NA,NA,NA,NA,16.22164447,0.254065245,1.40E-05,NA
2019-04-25,Spring,2.24297144,-7.820249378,NA,4.5,NA,NA,13,773.2366667,13141.54326,6.042,0.2728,0.002419685,NA,NA,NA,0.027046553,NA,NA,NA,NA,453.0101829,2427.293206,1.40E-05,NA
2019-04-26,Spring,2.593696877,-7.137409104,NA,NA,NA,NA,14.04,375.073,12820.71326,7.337,0.2659,0.002419685,0.086694249,0.176786066,NA,0.006503436,NA,NA,NA,NA,7736.26089,1800.746699,0.369297121,0.930843922
2019-07-31,summer,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.900920299,37.26609726,NA,NA,576.5646543,169.0278999,NA,NA
2019-08-16,summer,,,,,,,,318.766,,5.723,0.1762,,,,,,,,,,,,,
