LocalDateTime,UTCOffset,DateTimeUTC,PARIn_Avg,PAROut_Avg
1/1/17 23:30,-7,1/2/17 6:30,-0.001,-1.347
1/1/17 23:45,-7,1/2/17 6:45,0,-0.645
1/2/17 0:15,-7,1/2/17 7:15,-0.001,-1.001
1/2/17 0:30,-7,1/2/17 7:30,0.001,-0.104
1/2/17 0:45,-7,1/2/17 7:45,0,-0.147
1/2/17 1:00,-7,1/2/17 8:00,0,-0.393
1/2/17 1:15,-7,1/2/17 8:15,0,-0.683
1/2/17 1:30,-7,1/2/17 8:30,0,-0.321
1/2/17 1:45,-7,1/2/17 8:45,0,-0.353
1/2/17 2:00,-7,1/2/17 9:00,0,-1.478
1/2/17 2:15,-7,1/2/17 9:15,0.002,-1.142
1/2/17 2:30,-7,1/2/17 9:30,0.002,-2.218
1/2/17 2:45,-7,1/2/17 9:45,0.001,-1.295
1/2/17 3:00,-7,1/2/17 10:00,0.001,-0.043
1/2/17 3:15,-7,1/2/17 10:15,-0.001,0.002
1/2/17 3:30,-7,1/2/17 10:30,0,-0.002
1/2/17 3:45,-7,1/2/17 10:45,0,0
1/2/17 4:00,-7,1/2/17 11:00,-0.002,-0.001
1/2/17 4:15,-7,1/2/17 11:15,0.002,0
1/2/17 4:30,-7,1/2/17 11:30,-0.004,-0.026
1/2/17 4:45,-7,1/2/17 11:45,-0.001,0
1/2/17 5:00,-7,1/2/17 12:00,0.001,-0.033
1/2/17 5:15,-7,1/2/17 12:15,0,-0.141
1/2/17 5:30,-7,1/2/17 12:30,-0.005,-0.001
1/2/17 5:45,-7,1/2/17 12:45,0,0
1/2/17 6:00,-7,1/2/17 13:00,0,0
1/2/17 6:15,-7,1/2/17 13:15,0.002,0
1/2/17 6:30,-7,1/2/17 13:30,0.001,0.001
1/2/17 6:45,-7,1/2/17 13:45,0,0
1/2/17 7:00,-7,1/2/17 14:00,-0.001,-0.144
1/2/17 7:15,-7,1/2/17 14:15,0.003,-0.13
1/2/17 7:30,-7,1/2/17 14:30,0.076,-0.114
1/2/17 7:45,-7,1/2/17 14:45,1.384,1.172
1/2/17 8:00,-7,1/2/17 15:00,8.7,8.52
1/2/17 8:15,-7,1/2/17 15:15,23.33,22.05
1/2/17 8:30,-7,1/2/17 15:30,48.16,44.55
1/2/17 8:45,-7,1/2/17 15:45,75.6,69.27
1/2/17 9:00,-7,1/2/17 16:00,105,95.1
1/2/17 9:15,-7,1/2/17 16:15,103.1,94.7
1/2/17 9:30,-7,1/2/17 16:30,109.5,98.7
1/2/17 9:45,-7,1/2/17 16:45,138,122.9
1/2/17 10:00,-7,1/2/17 17:00,210.2,184.1
1/2/17 10:15,-7,1/2/17 17:15,197,185.6
1/2/17 10:30,-7,1/2/17 17:30,270.9,252.1
1/2/17 10:45,-7,1/2/17 17:45,190.5,175.1
1/2/17 11:00,-7,1/2/17 18:00,307.4,288.4
1/2/17 11:15,-7,1/2/17 18:15,402.5,351.4
1/2/17 11:30,-7,1/2/17 18:30,455.1,395.7
1/2/17 11:45,-7,1/2/17 18:45,403.6,357.8
1/2/17 12:00,-7,1/2/17 19:00,525.7,485.6
1/2/17 12:15,-7,1/2/17 19:15,628.4,658.5
1/2/17 12:30,-7,1/2/17 19:30,626.7,646.3
1/2/17 12:45,-7,1/2/17 19:45,481.4,426.9
1/2/17 13:00,-7,1/2/17 20:00,634.6,588.7
1/2/17 13:15,-7,1/2/17 20:15,752.4,758.6
1/2/17 13:30,-7,1/2/17 20:30,614.1,629.7
1/2/17 13:45,-7,1/2/17 20:45,291.9,279.1
1/2/17 14:00,-7,1/2/17 21:00,477.7,428.4
1/2/17 14:15,-7,1/2/17 21:15,260.6,224.7
1/2/17 14:30,-7,1/2/17 21:30,252.8,222.6
1/2/17 14:45,-7,1/2/17 21:45,245.4,215.8
1/2/17 15:00,-7,1/2/17 22:00,235.9,207.2
1/2/17 15:15,-7,1/2/17 22:15,290.1,256.3
1/2/17 15:30,-7,1/2/17 22:30,322.2,293.6
1/2/17 15:45,-7,1/2/17 22:45,212.5,190.7
1/2/17 16:00,-7,1/2/17 23:00,131.6,116.3
1/2/17 16:15,-7,1/2/17 23:15,109.3,95.3
1/2/17 16:30,-7,1/2/17 23:30,50.42,44.53
1/2/17 16:45,-7,1/2/17 23:45,34.7,30.07
1/2/17 17:00,-7,1/3/17 0:00,20.53,17.6
1/2/17 17:15,-7,1/3/17 0:15,8.92,7.818
1/2/17 17:30,-7,1/3/17 0:30,1.406,1.253
1/2/17 17:45,-7,1/3/17 0:45,0.107,0.096
1/2/17 18:00,-7,1/3/17 1:00,0,0.001
1/2/17 18:15,-7,1/3/17 1:15,0.001,0
1/2/17 18:30,-7,1/3/17 1:30,-0.002,0
1/2/17 18:45,-7,1/3/17 1:45,0,0
1/2/17 19:00,-7,1/3/17 2:00,0.001,0
1/2/17 19:15,-7,1/3/17 2:15,0.001,0.002
1/2/17 19:30,-7,1/3/17 2:30,-0.001,0
1/2/17 19:45,-7,1/3/17 2:45,0,0
1/2/17 20:00,-7,1/3/17 3:00,0,0.001
1/2/17 20:15,-7,1/3/17 3:15,-0.001,0.001
1/2/17 20:30,-7,1/3/17 3:30,0,0
1/2/17 20:45,-7,1/3/17 3:45,0,0
1/2/17 21:00,-7,1/3/17 4:00,0,0
1/2/17 21:15,-7,1/3/17 4:15,0,-0.001
1/2/17 21:30,-7,1/3/17 4:30,0.001,-0.002
1/2/17 21:45,-7,1/3/17 4:45,0,0
1/2/17 22:00,-7,1/3/17 5:00,0,0.001
1/2/17 22:15,-7,1/3/17 5:15,-0.001,0.001
1/2/17 22:30,-7,1/3/17 5:30,0.001,0
1/2/17 22:45,-7,1/3/17 5:45,0,0
1/2/17 23:00,-7,1/3/17 6:00,0,-0.006
1/2/17 23:15,-7,1/3/17 6:15,0.002,0.001
1/2/17 23:30,-7,1/3/17 6:30,0,-0.107
1/2/17 23:45,-7,1/3/17 6:45,0,0
1/3/17 0:00,-7,1/3/17 7:00,0,0
1/3/17 0:15,-7,1/3/17 7:15,0,-0.001
1/3/17 0:30,-7,1/3/17 7:30,-0.001,0.003
1/3/17 0:45,-7,1/3/17 7:45,0,0
1/3/17 1:00,-7,1/3/17 8:00,0,0
1/3/17 1:15,-7,1/3/17 8:15,0,0.001
1/3/17 1:30,-7,1/3/17 8:30,-0.002,0
1/3/17 1:45,-7,1/3/17 8:45,0,0.001
1/3/17 2:00,-7,1/3/17 9:00,0,-0.001
1/3/17 2:15,-7,1/3/17 9:15,0,0
1/3/17 2:30,-7,1/3/17 9:30,0,0.001
1/3/17 2:45,-7,1/3/17 9:45,0,0
1/3/17 3:00,-7,1/3/17 10:00,0,0.001
1/3/17 3:15,-7,1/3/17 10:15,0.001,0.001
1/3/17 3:30,-7,1/3/17 10:30,0.001,-0.002
1/3/17 3:45,-7,1/3/17 10:45,0,0
1/3/17 4:00,-7,1/3/17 11:00,0,0
1/3/17 4:15,-7,1/3/17 11:15,-0.001,0.002
1/3/17 4:30,-7,1/3/17 11:30,0.001,0.001
1/3/17 4:45,-7,1/3/17 11:45,0,0
1/3/17 5:00,-7,1/3/17 12:00,0,0
1/3/17 5:15,-7,1/3/17 12:15,0.001,0
1/3/17 5:30,-7,1/3/17 12:30,-0.002,0.003
1/3/17 5:45,-7,1/3/17 12:45,0,0.001
1/3/17 6:00,-7,1/3/17 13:00,0,0
1/3/17 6:15,-7,1/3/17 13:15,0,0
1/3/17 6:30,-7,1/3/17 13:30,-0.003,-0.003
1/3/17 6:45,-7,1/3/17 13:45,-0.001,0
1/3/17 7:00,-7,1/3/17 14:00,0,0
1/3/17 7:15,-7,1/3/17 14:15,-0.002,-0.001
1/3/17 7:30,-7,1/3/17 14:30,0.015,0.084
1/3/17 7:45,-7,1/3/17 14:45,0.426,1.4
1/3/17 8:00,-7,1/3/17 15:00,2.601,8.35
1/3/17 8:15,-7,1/3/17 15:15,6.736,21.65
1/3/17 8:30,-7,1/3/17 15:30,17.51,55.24
1/3/17 8:45,-7,1/3/17 15:45,25.76,80.5
1/3/17 9:00,-7,1/3/17 16:00,39.68,137.9
1/3/17 9:15,-7,1/3/17 16:15,46.14,158
1/3/17 9:30,-7,1/3/17 16:30,60.43,204.9
1/3/17 9:45,-7,1/3/17 16:45,71.1,239.2
1/3/17 10:00,-7,1/3/17 17:00,82.2,274.8
1/3/17 10:15,-7,1/3/17 17:15,103.7,353.4
1/3/17 10:30,-7,1/3/17 17:30,103,352.1
1/3/17 10:45,-7,1/3/17 17:45,105.7,378
1/3/17 11:00,-7,1/3/17 18:00,101.1,362.1
1/3/17 11:15,-7,1/3/17 18:15,121,449.9
1/3/17 11:30,-7,1/3/17 18:30,108.1,394.5
1/3/17 11:45,-7,1/3/17 18:45,128.1,492.6
1/3/17 12:00,-7,1/3/17 19:00,128.5,493.5
1/3/17 12:15,-7,1/3/17 19:15,145,555.4
1/3/17 12:30,-7,1/3/17 19:30,169.2,594.4
1/3/17 12:45,-7,1/3/17 19:45,162,523.7
1/3/17 13:00,-7,1/3/17 20:00,172.8,477.1
1/3/17 13:15,-7,1/3/17 20:15,163.5,397.7
1/3/17 13:30,-7,1/3/17 20:30,178.1,432.8
1/3/17 13:45,-7,1/3/17 20:45,192.5,428.3
1/3/17 14:00,-7,1/3/17 21:00,184.7,408.7
1/3/17 14:15,-7,1/3/17 21:15,225.6,514.7
1/3/17 14:30,-7,1/3/17 21:30,226.6,532.3
1/3/17 14:45,-7,1/3/17 21:45,239.9,501.2
1/3/17 15:00,-7,1/3/17 22:00,239.2,390
1/3/17 15:15,-7,1/3/17 22:15,212,270.8
1/3/17 15:30,-7,1/3/17 22:30,191.6,227.8
1/3/17 15:45,-7,1/3/17 22:45,164.6,180.6
1/3/17 16:00,-7,1/3/17 23:00,119.5,128.3
1/3/17 16:15,-7,1/3/17 23:15,97.5,96.3
1/3/17 16:30,-7,1/3/17 23:30,65.23,65.3
1/3/17 16:45,-7,1/3/17 23:45,43.63,41.8
1/3/17 17:00,-7,1/4/17 0:00,19.54,18.82
1/3/17 17:15,-7,1/4/17 0:15,7.646,7.333
1/3/17 17:30,-7,1/4/17 0:30,1.761,1.702
1/3/17 17:45,-7,1/4/17 0:45,0.137,0.137
1/3/17 18:00,-7,1/4/17 1:00,0.001,0
1/3/17 18:15,-7,1/4/17 1:15,0,0.001
1/3/17 18:30,-7,1/4/17 1:30,-0.001,-0.001
1/3/17 18:45,-7,1/4/17 1:45,0,0
1/3/17 19:00,-7,1/4/17 2:00,0,0
1/3/17 19:15,-7,1/4/17 2:15,0.003,0.002
1/3/17 19:30,-7,1/4/17 2:30,0,0.001
1/3/17 19:45,-7,1/4/17 2:45,0,0.001
1/3/17 20:00,-7,1/4/17 3:00,0,0
1/3/17 20:15,-7,1/4/17 3:15,0,0.001
1/3/17 20:30,-7,1/4/17 3:30,0.001,0.001
1/3/17 20:45,-7,1/4/17 3:45,0.001,0.001
1/3/17 21:00,-7,1/4/17 4:00,0,0.001
1/3/17 21:15,-7,1/4/17 4:15,-0.001,0.001
1/3/17 21:30,-7,1/4/17 4:30,0,0
1/3/17 21:45,-7,1/4/17 4:45,0,0.001
1/3/17 22:00,-7,1/4/17 5:00,0.001,0.001
1/3/17 22:15,-7,1/4/17 5:15,0.001,0
1/3/17 22:30,-7,1/4/17 5:30,0.001,0.002
1/3/17 22:45,-7,1/4/17 5:45,0,0
1/3/17 23:00,-7,1/4/17 6:00,0.001,0.001
1/3/17 23:15,-7,1/4/17 6:15,0,-0.002
1/3/17 23:30,-7,1/4/17 6:30,-0.001,0
1/3/17 23:45,-7,1/4/17 6:45,0.002,0
1/4/17 0:00,-7,1/4/17 7:00,0,0.002
1/4/17 0:15,-7,1/4/17 7:15,0.002,0.002
1/4/17 0:30,-7,1/4/17 7:30,0,0.002
1/4/17 0:45,-7,1/4/17 7:45,0,0.001
1/4/17 1:00,-7,1/4/17 8:00,0.001,0.005
1/4/17 1:15,-7,1/4/17 8:15,0.002,0.005
1/4/17 1:30,-7,1/4/17 8:30,0.003,0.001
1/4/17 1:45,-7,1/4/17 8:45,0,0.001
1/4/17 2:00,-7,1/4/17 9:00,0,0.002
1/4/17 2:15,-7,1/4/17 9:15,0,0.002
1/4/17 2:30,-7,1/4/17 9:30,0.001,0.001
1/4/17 2:45,-7,1/4/17 9:45,0,0.001
1/4/17 3:00,-7,1/4/17 10:00,0,0
1/4/17 3:15,-7,1/4/17 10:15,0.001,0
1/4/17 3:30,-7,1/4/17 10:30,0.002,0.002
1/4/17 3:45,-7,1/4/17 10:45,0.001,0
1/4/17 4:00,-7,1/4/17 11:00,0.001,0
1/4/17 4:15,-7,1/4/17 11:15,0.001,0.001
1/4/17 4:30,-7,1/4/17 11:30,0.002,-0.001
1/4/17 4:45,-7,1/4/17 11:45,0.001,0
1/4/17 5:00,-7,1/4/17 12:00,0,0.001
1/4/17 5:15,-7,1/4/17 12:15,-0.001,0.002
1/4/17 5:30,-7,1/4/17 12:30,0.001,0.006
1/4/17 5:45,-7,1/4/17 12:45,0,0.002
1/4/17 6:00,-7,1/4/17 13:00,0,0.001
1/4/17 6:15,-7,1/4/17 13:15,-0.001,0.004
1/4/17 6:30,-7,1/4/17 13:30,0.002,0.006
1/4/17 6:45,-7,1/4/17 13:45,0,0.001
1/4/17 7:00,-7,1/4/17 14:00,0.001,0.001
1/4/17 7:15,-7,1/4/17 14:15,0.003,0.004
1/4/17 7:30,-7,1/4/17 14:30,0.019,0.018
1/4/17 7:45,-7,1/4/17 14:45,0.366,0.328
1/4/17 8:00,-7,1/4/17 15:00,1.974,1.76
1/4/17 8:15,-7,1/4/17 15:15,6.052,5.346
1/4/17 8:30,-7,1/4/17 15:30,14.06,12.36
1/4/17 8:45,-7,1/4/17 15:45,26.48,23.02
1/4/17 9:00,-7,1/4/17 16:00,28,24.34
1/4/17 9:15,-7,1/4/17 16:15,41.91,36.5
1/4/17 9:30,-7,1/4/17 16:30,68.02,59.01
1/4/17 9:45,-7,1/4/17 16:45,72.67,63.34
1/4/17 10:00,-7,1/4/17 17:00,88.6,77.53
1/4/17 10:15,-7,1/4/17 17:15,103.6,90.3
1/4/17 10:30,-7,1/4/17 17:30,97.2,85
1/4/17 10:45,-7,1/4/17 17:45,106.2,92.6
1/4/17 11:00,-7,1/4/17 18:00,107.1,93.6
1/4/17 11:15,-7,1/4/17 18:15,117.5,102.8
1/4/17 11:30,-7,1/4/17 18:30,122.3,106.7
1/4/17 11:45,-7,1/4/17 18:45,130.6,113.8
1/4/17 12:00,-7,1/4/17 19:00,147.6,128.7
1/4/17 12:15,-7,1/4/17 19:15,153,132.8
1/4/17 12:30,-7,1/4/17 19:30,134.3,116.8
1/4/17 12:45,-7,1/4/17 19:45,124.5,107.9
1/4/17 13:00,-7,1/4/17 20:00,126.2,110.3
1/4/17 13:15,-7,1/4/17 20:15,139.5,121.6
1/4/17 13:30,-7,1/4/17 20:30,145.8,128.2
1/4/17 13:45,-7,1/4/17 20:45,148.8,129.3
1/4/17 14:00,-7,1/4/17 21:00,173,151.9
1/4/17 14:15,-7,1/4/17 21:15,153.9,135.6
1/4/17 14:30,-7,1/4/17 21:30,186.8,163.4
1/4/17 14:45,-7,1/4/17 21:45,207.4,180.5
1/4/17 15:00,-7,1/4/17 22:00,162.2,141
1/4/17 15:15,-7,1/4/17 22:15,141.7,125.9
1/4/17 15:30,-7,1/4/17 22:30,152.4,132.9
1/4/17 15:45,-7,1/4/17 22:45,104.1,90.4
1/4/17 16:00,-7,1/4/17 23:00,75.09,64.92
1/4/17 16:15,-7,1/4/17 23:15,53.68,46.54
1/4/17 16:30,-7,1/4/17 23:30,34.82,30.18
1/4/17 16:45,-7,1/4/17 23:45,20.81,18.1
1/4/17 17:00,-7,1/5/17 0:00,12.23,10.6
1/4/17 17:15,-7,1/5/17 0:15,3.472,3.051
1/4/17 17:30,-7,1/5/17 0:30,0.932,0.821
1/4/17 17:45,-7,1/5/17 0:45,0.1,0.092
1/4/17 18:00,-7,1/5/17 1:00,0.003,0.007
1/4/17 18:15,-7,1/5/17 1:15,0.001,0.001
1/4/17 18:30,-7,1/5/17 1:30,0.003,0.002
1/4/17 18:45,-7,1/5/17 1:45,0.002,0
1/4/17 19:00,-7,1/5/17 2:00,0.001,0.002
1/4/17 19:15,-7,1/5/17 2:15,0.002,-0.001
1/4/17 19:30,-7,1/5/17 2:30,0.001,-0.006
1/4/17 19:45,-7,1/5/17 2:45,-0.001,0.001
1/4/17 20:00,-7,1/5/17 3:00,-0.001,0.004
1/4/17 20:15,-7,1/5/17 3:15,-0.001,-0.002
1/4/17 20:30,-7,1/5/17 3:30,-0.001,-0.001
1/4/17 20:45,-7,1/5/17 3:45,0.001,0
1/4/17 21:00,-7,1/5/17 4:00,0,0.001
1/4/17 21:15,-7,1/5/17 4:15,0.001,-0.001
1/4/17 21:30,-7,1/5/17 4:30,0,0
1/4/17 21:45,-7,1/5/17 4:45,0.001,0.001
1/4/17 22:00,-7,1/5/17 5:00,-0.001,0.001
1/4/17 22:15,-7,1/5/17 5:15,0.002,0.001
1/4/17 22:30,-7,1/5/17 5:30,0.002,0
1/4/17 22:45,-7,1/5/17 5:45,0,0
1/4/17 23:00,-7,1/5/17 6:00,0,0
1/4/17 23:15,-7,1/5/17 6:15,0.001,0
1/4/17 23:30,-7,1/5/17 6:30,0.001,0
1/4/17 23:45,-7,1/5/17 6:45,0,0
1/5/17 0:00,-7,1/5/17 7:00,0,0
1/5/17 0:15,-7,1/5/17 7:15,0,0.001
1/5/17 0:30,-7,1/5/17 7:30,0.001,0
1/5/17 0:45,-7,1/5/17 7:45,0,0
1/5/17 1:00,-7,1/5/17 8:00,0,0
1/5/17 1:15,-7,1/5/17 8:15,0.001,0
1/5/17 1:30,-7,1/5/17 8:30,0,0
1/5/17 1:45,-7,1/5/17 8:45,0,0
1/5/17 2:00,-7,1/5/17 9:00,0,0
1/5/17 2:15,-7,1/5/17 9:15,0,0
1/5/17 2:30,-7,1/5/17 9:30,0,0
1/5/17 2:45,-7,1/5/17 9:45,0,0
1/5/17 3:00,-7,1/5/17 10:00,0,0
1/5/17 3:15,-7,1/5/17 10:15,0,0
1/5/17 3:30,-7,1/5/17 10:30,0,0
1/5/17 3:45,-7,1/5/17 10:45,0,0
1/5/17 4:00,-7,1/5/17 11:00,0,0
1/5/17 4:15,-7,1/5/17 11:15,0,0
1/5/17 4:30,-7,1/5/17 11:30,0,-0.143
1/5/17 4:45,-7,1/5/17 11:45,0,-0.151
1/5/17 5:00,-7,1/5/17 12:00,0,-0.242
1/5/17 5:15,-7,1/5/17 12:15,0,-0.134
1/5/17 5:30,-7,1/5/17 12:30,0,-0.667
1/5/17 5:45,-7,1/5/17 12:45,0,-1.122
1/5/17 6:00,-7,1/5/17 13:00,0,-0.338
1/5/17 6:15,-7,1/5/17 13:15,0,-1.883
1/5/17 6:30,-7,1/5/17 13:30,0,-1.289
1/5/17 6:45,-7,1/5/17 13:45,0,-0.742
1/5/17 7:00,-7,1/5/17 14:00,0,-0.561
1/5/17 7:15,-7,1/5/17 14:15,0,-1.476
1/5/17 7:30,-7,1/5/17 14:30,0.005,-1.011
1/5/17 7:45,-7,1/5/17 14:45,0.364,-0.587
1/5/17 8:00,-7,1/5/17 15:00,2.625,4.132
1/5/17 8:15,-7,1/5/17 15:15,6.985,12.12
1/5/17 8:30,-7,1/5/17 15:30,12.06,20.76
1/5/17 8:45,-7,1/5/17 15:45,28.54,49.57
1/5/17 9:00,-7,1/5/17 16:00,34.45,60.2
1/5/17 9:15,-7,1/5/17 16:15,51.69,89.9
1/5/17 9:30,-7,1/5/17 16:30,60.43,107.2
1/5/17 9:45,-7,1/5/17 16:45,78.29,140
1/5/17 10:00,-7,1/5/17 17:00,102.9,185.3
1/5/17 10:15,-7,1/5/17 17:15,140.1,255.3
1/5/17 10:30,-7,1/5/17 17:30,141.4,255.1
1/5/17 10:45,-7,1/5/17 17:45,172.9,324
1/5/17 11:00,-7,1/5/17 18:00,150.6,316.1
1/5/17 11:15,-7,1/5/17 18:15,163.4,305.2
1/5/17 11:30,-7,1/5/17 18:30,168.6,310.8
1/5/17 11:45,-7,1/5/17 18:45,235.1,434.9
1/5/17 12:00,-7,1/5/17 19:00,305.5,595.2
1/5/17 12:15,-7,1/5/17 19:15,340.3,1000
1/5/17 12:30,-7,1/5/17 19:30,286.4,799
1/5/17 12:45,-7,1/5/17 19:45,248.4,522.7
1/5/17 13:00,-7,1/5/17 20:00,294.5,650
1/5/17 13:15,-7,1/5/17 20:15,284.1,565.9
1/5/17 13:30,-7,1/5/17 20:30,230.3,464.1
1/5/17 13:45,-7,1/5/17 20:45,287.8,584.9
1/5/17 14:00,-7,1/5/17 21:00,252.1,479.7
1/5/17 14:15,-7,1/5/17 21:15,229,448.3
1/5/17 14:30,-7,1/5/17 21:30,190.6,405
1/5/17 14:45,-7,1/5/17 21:45,217.9,474.8
1/5/17 15:00,-7,1/5/17 22:00,193.2,400.9
1/5/17 15:15,-7,1/5/17 22:15,163.9,326.1
1/5/17 15:30,-7,1/5/17 22:30,151.4,430.7
1/5/17 15:45,-7,1/5/17 22:45,127,420.3
1/5/17 16:00,-7,1/5/17 23:00,113.3,264.1
1/5/17 16:15,-7,1/5/17 23:15,83.6,137.4
1/5/17 16:30,-7,1/5/17 23:30,64.2,108.7
1/5/17 16:45,-7,1/5/17 23:45,41.52,68.57
1/5/17 17:00,-7,1/6/17 0:00,21.6,34.89
1/5/17 17:15,-7,1/6/17 0:15,9.58,15.33
1/5/17 17:30,-7,1/6/17 0:30,2.494,3.839
1/5/17 17:45,-7,1/6/17 0:45,0.235,-0.718
1/5/17 18:00,-7,1/6/17 1:00,0.016,-0.149
1/5/17 18:15,-7,1/6/17 1:15,0.004,-0.788
1/5/17 18:30,-7,1/6/17 1:30,0.006,-1.46
1/5/17 18:45,-7,1/6/17 1:45,-0.004,-0.713
