"SiteName","date","ProcessName","origilsubstrate","count","TempInitial_C","TempFinal_C","Flux_ugNm2hr_mean","Flux_ugNm2hr_sd"
"Ichetucknee River",2018-05-31,"Nfixation_unamended","Wood",2,22.75,23.6,0.187488232750098,0.265148401540552
"Ichetucknee River",2018-05-31,"Denitrification_amended","Macrophyte",3,22.9333333333333,24.5666666666667,45.7989925780926,39.7034489911792
"Ichetucknee River",2018-05-31,"Denitrification_amended","Sediment",2,22.55,23,17866.5719947616,5229.76171584945
"Ichetucknee River",2018-05-31,"Denitrification_amended","Wood",2,23,23.45,14411.698310863,20381.2192080519
"Ichetucknee River",2018-05-31,"Denitrification_unamended","Macrophyte",3,22.2,24.7,55.7470457886541,56.7090640278134
"Ichetucknee River",2018-05-31,"Denitrification_unamended","Sediment",2,22.95,23.35,4729.55703624909,3902.82900681204
"Ichetucknee River",2018-05-31,"Denitrification_unamended","Wood",2,23,23.35,736.702752744956,1041.85502436951
"Kings Creek",2018-06-13,"Nfixation_unamended","Rock",2,23.65,23.85,87.1753853499881,88.2604694196391
"Kings Creek",2018-06-13,"Nfixation_unamended","Sediment",3,23.7,24.1666666666667,38.5867829077959,28.6836655829831
"Kings Creek",2018-06-13,"Nfixation_unamended","Wood",2,23.8,23.9,34.7582834454057,14.5638156681639
"Kings Creek",2018-06-13,"Denitrification_amended","Rock",2,23.55,23.85,7783.92548931486,8717.68626404033
"Kings Creek",2018-06-13,"Denitrification_amended","Sediment",3,23.6,24.1333333333333,11752.183794235,7138.40647622313
"Kings Creek",2018-06-13,"Denitrification_amended","Wood",2,23.65,23.9,698.58332334993,21.102360284675
"Kings Creek",2018-06-13,"Denitrification_unamended","Rock",2,23.7,23.8,46.0230951949684,1.06464851678648
"Kings Creek",2018-06-13,"Denitrification_unamended","Sediment",3,23.5,24.2666666666667,1069.9775090035,1853.25540855004
"Kings Creek",2018-06-13,"Denitrification_unamended","Wood",2,23.7,24,22122.7448203721,30042.2430418632
"Kings Creek",2019-05-10,"Nfixation_unamended","Rock",3,12.3,12.7,3.04235327717172,1.1553845632
"Kings Creek",2019-05-10,"Nfixation_unamended","Sediment",3,12.2333333333333,13.1,0.406381504814765,0.531744090477391
"Kings Creek",2019-05-10,"Nfixation_unamended","Wood",2,12.3,13.2,0.0923035760941656,0.0963836583203505
"Kings Creek",2019-05-10,"Denitrification_amended","Rock",3,11.9,12.7,0,0
"Kings Creek",2019-05-10,"Denitrification_amended","Sediment",3,12,12.9666666666667,810.239093583621,1403.37527636539
"Kings Creek",2019-05-10,"Denitrification_amended","Wood",2,12.15,13.3,542.834037123753,767.683257418152
"Kings Creek",2019-05-10,"Denitrification_unamended","Rock",3,12.1,12.7333333333333,0,0
"Kings Creek",2019-05-10,"Denitrification_unamended","Sediment",3,12.1,13.1666666666667,0,0
"Kings Creek",2019-05-10,"Denitrification_unamended","Wood",2,12.3,13.25,219.161293491288,259.008849392638
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Nfixation_unamended","Rock",3,10.6333333333333,12.4333333333333,0.819983452364014,1.42025300086021
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Nfixation_unamended","Sediment",3,11.6666666666667,13.6,5.52690386762039,6.91079116498578
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Nfixation_unamended","Wood",2,13.1,12.55,2.79407450296095,3.95141805636823
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_amended","Rock",3,10.5333333333333,12.1,14.7578248836068,25.5613025076112
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_amended","Sediment",3,11.9,12.9,9071.69949686938,8150.22588573964
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_amended","Wood",2,13.5,12.9,0,0
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_unamended","Rock",2,10.6333333333333,12.2666666666667,0,0
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_unamended","Sediment",3,12.2666666666667,13.3666666666667,332.021351919646,575.077850722533
"Lower Knowton Fork Red Butte Creek",2017-07-18,"Denitrification_unamended","Wood",2,13.2,12.4,9.50571985364268,13.4431179371407
"Martha Creek",2019-08-06,"Nfixation_unamended","Rock",4,16.3,18.3,7.53654746910832,11.5239555013975
"Martha Creek",2019-08-06,"Nfixation_unamended","Sediment",2,17.35,18.5,2.05596374500271,0.474858227537933
"Martha Creek",2019-08-06,"Nfixation_unamended","Wood",2,17.65,18.45,26.1106991706658,20.9387759890837
"Martha Creek",2019-08-06,"Denitrification_amended","Rock",3,15.9666666666667,18.2,0,0
"Martha Creek",2019-08-06,"Denitrification_amended","Sediment",2,16.8,18.5,0,0
"Martha Creek",2019-08-06,"Denitrification_amended","Wood",2,17.05,18.4,804.759579946821,1138.10191241047
"Martha Creek",2019-08-06,"Denitrification_unamended","Rock",3,16.0666666666667,17.9,277.825605086763,481.208063653839
"Martha Creek",2019-08-06,"Denitrification_unamended","Sediment",2,16.75,18.55,311.032974751872,439.867051239346
"Martha Creek",2019-08-06,"Denitrification_unamended","Wood",2,17.55,18.45,77.1821065986218,109.151981924297
"McDiffit Creek",2018-06-12,"Nfixation_unamended","Rock",3,22.5666666666667,22.8666666666667,38.0425562956086,41.7452220018966
"McDiffit Creek",2018-06-12,"Nfixation_unamended","Sediment",3,23.1333333333333,24.1,7.64966047119463,6.49943099644888
"McDiffit Creek",2018-06-12,"Nfixation_unamended","Wood",2,23.35,23.9,8.76932924324342,0.389303877644025
"McDiffit Creek",2018-06-12,"Denitrification_amended","Rock",3,22.5,22.7,364.209226737959,487.995918929125
"McDiffit Creek",2018-06-12,"Denitrification_amended","Sediment",3,23.1333333333333,24.7666666666667,29208.5710158053,7611.97613602736
"McDiffit Creek",2018-06-12,"Denitrification_amended","Wood",2,23.25,23.9,6975.0875410507,784.687598510497
"McDiffit Creek",2018-06-12,"Denitrification_unamended","Rock",3,22.7333333333333,22.9666666666667,42.7079914677701,59.5211122476034
"McDiffit Creek",2018-06-12,"Denitrification_unamended","Sediment",3,22.9,24.1333333333333,2353.79030719493,434.791089711378
"McDiffit Creek",2018-06-12,"Denitrification_unamended","Wood",2,23.25,23.75,697.741246397847,986.755133682943
"McRae Creek",2019-08-03,"Nfixation_unamended","Rock",3,10.7,11,0.0476850165680432,0.0764284357339065
"McRae Creek",2019-08-03,"Nfixation_unamended","Sediment",2,11.15,11.5,0.916990311961291,0.778772099358497
"McRae Creek",2019-08-03,"Nfixation_unamended","Wood",2,11.1,11.6,0.124981568158527,0.0125783418666773
"McRae Creek",2019-08-03,"Denitrification_amended","Rock",3,10.6,11.0666666666667,2073.12583319182,1919.76632370858
"McRae Creek",2019-08-03,"Denitrification_amended","Sediment",2,11,11.5,1398.20070339022,1977.35439765405
"McRae Creek",2019-08-03,"Denitrification_amended","Wood",2,11.15,11.65,0,0
"McRae Creek",2019-08-03,"Denitrification_unamended","Rock",3,10.7333333333333,11.0333333333333,707.592277458645,711.46982345995
"McRae Creek",2019-08-03,"Denitrification_unamended","Sediment",2,11.25,11.45,1733.50354887533,2451.54422924138
"McRae Creek",2019-08-03,"Denitrification_unamended","Wood",2,11.2,11.6,2075.40513231917,2935.06608554449
"New Hope Creek",2017-06-03,"Nfixation_unamended","Rock",3,21.4,24.1666666666667,3.36848727968146,2.93638439205721
"New Hope Creek",2017-06-03,"Nfixation_unamended","Sediment",3,22.2333333333333,25.5333333333333,0.923568362830705,1.59966732868599
"New Hope Creek",2017-06-03,"Nfixation_unamended","Wood",2,22.4,24.35,4.1153965472557,4.18909290829428
"New Hope Creek",2017-06-03,"Denitrification_amended","Rock",3,21.4,23.9666666666667,0,0
"New Hope Creek",2017-06-03,"Denitrification_amended","Sediment",3,22.2333333333333,25.3333333333333,4332.17873907636,1336.45156013439
"New Hope Creek",2017-06-03,"Denitrification_amended","Wood",2,22.4,25,130.698763605925,184.835964076894
"New Hope Creek",2017-06-03,"Denitrification_unamended","Rock",3,21.4333333333333,24.2333333333333,61.1608144547707,66.4891837449559
"New Hope Creek",2017-06-03,"Denitrification_unamended","Sediment",3,22.2333333333333,24.6666666666667,1058.18989299421,1404.33630170868
"New Hope Creek",2017-06-03,"Denitrification_unamended","Wood",2,22.4,24.6,24.5654484224603,27.2495932447821
"New Hope Creek",2018-05-27,"Nfixation_unamended","Rock",3,22.2666666666667,23.3333333333333,5.28773491501325,8.56591343632283
"New Hope Creek",2018-05-27,"Nfixation_unamended","Sediment",3,22.4666666666667,22.6,0.55446338012873,0.960358745319336
"New Hope Creek",2018-05-27,"Nfixation_unamended","Wood",2,22.6,23.3,1.65276374584757,2.2307960403413
"New Hope Creek",2018-05-27,"Denitrification_amended","Rock",3,22.2333333333333,23.2333333333333,0,0
"New Hope Creek",2018-05-27,"Denitrification_amended","Sediment",3,22.3666666666667,22.6666666666667,4479.64304563902,3633.86778315693
"New Hope Creek",2018-05-27,"Denitrification_amended","Wood",2,22.7,23.4,1211.66175304089,460.863338498656
"New Hope Creek",2018-05-27,"Denitrification_unamended","Rock",2,22.4,23.2,0,0
"New Hope Creek",2018-05-27,"Denitrification_unamended","Sediment",3,22.4666666666667,22.5666666666667,1570.30355656575,240.38063509875
"New Hope Creek",2018-05-27,"Denitrification_unamended","Wood",2,22.85,23.45,65.7260446326187,92.9506637205887
"New Hope Creek",2018-05-27,"Denitrification_unamended","rock",1,22.4,22.9,0,NA
"Pilgrim River",2018-06-21,"Nfixation_unamended","Rock",2,15.9,17.8,22.5207402222659,0.92210680247688
"Pilgrim River",2018-06-21,"Nfixation_unamended","Sediment",3,15.6666666666667,17.8333333333333,6.49882659499721,7.3140000467359
"Pilgrim River",2018-06-21,"Nfixation_unamended","Wood",2,15.2,17.25,3.42848429521737,4.84860898867957
"Pilgrim River",2018-06-21,"Denitrification_amended","Rock",2,14.4,17.35,210.090023621546,77.4107735007435
"Pilgrim River",2018-06-21,"Denitrification_amended","Sediment",3,14.8666666666667,17.7,0,0
"Pilgrim River",2018-06-21,"Denitrification_amended","Wood",2,15.2,17.65,0,0
"Pilgrim River",2018-06-21,"Denitrification_unamended","Rock",2,15.65,17.8,154.163414949097,218.019992242763
"Pilgrim River",2018-06-21,"Denitrification_unamended","Sediment",3,15.7333333333333,18.1666666666667,648.705659742287,574.010495120529
"Pilgrim River",2018-06-21,"Denitrification_unamended","Wood",2,15.15,17.1,0,0
"Pilgrim River",2018-07-17,"Nfixation_unamended","Rock",2,18.8,20.5,1.42604793224902,2.01673632638067
"Pilgrim River",2018-07-17,"Nfixation_unamended","Sediment",3,19.1333333333333,19.9333333333333,1.64404839456775,1.42386157184326
"Pilgrim River",2018-07-17,"Nfixation_unamended","Wood",2,18.65,19.8,4.15384701019642,2.30499392759367
"Pilgrim River",2018-07-17,"Denitrification_amended","Rock",2,18.25,20.5,120.505094551949,14.3262930571481
"Pilgrim River",2018-07-17,"Denitrification_amended","Sediment",3,18.8333333333333,20,1865.4933445778,1979.50873453821
"Pilgrim River",2018-07-17,"Denitrification_amended","Wood",2,18.25,19.95,154.786231907767,149.654040508644
"Pilgrim River",2018-07-17,"Denitrification_unamended","Rock",2,18.95,20.7,0,0
"Pilgrim River",2018-07-17,"Denitrification_unamended","Sediment",3,19.1,20.4666666666667,1777.11290747161,2699.67339378937
"Pilgrim River",2018-07-17,"Denitrification_unamended","Wood",2,18.35,19.75,55.0591812160698,58.1318144609641
"Pilgrim River",2019-06-13,"Nfixation_unamended","Rock",3,13.1666666666667,14.7,2.00662903096326,3.47558343357106
"Pilgrim River",2019-06-13,"Nfixation_unamended","Sediment",3,14.2333333333333,15.5333333333333,1.9730005027127,1.47921334187392
"Pilgrim River",2019-06-13,"Nfixation_unamended","Wood",2,15.6,16.9,0.345967587125372,0.489272053854196
"Pilgrim River",2019-06-13,"Denitrification_amended","Rock",3,12.2666666666667,14.4333333333333,0,0
"Pilgrim River",2019-06-13,"Denitrification_amended","Sediment",3,13.4333333333333,15.4,3738.08032073864,937.340856762633
"Pilgrim River",2019-06-13,"Denitrification_amended","Wood",2,15.3,16.75,378.314954786392,535.01813990748
"Pilgrim River",2019-06-13,"Denitrification_unamended","Rock",3,13.4,14.8666666666667,0,0
"Pilgrim River",2019-06-13,"Denitrification_unamended","Sediment",3,14,15.5333333333333,535.945673440388,928.285136495469
"Pilgrim River",2019-06-13,"Denitrification_unamended","Wood",2,15.75,17.15,284.675610124777,402.592108715295
"Pilgrim River",2019-09-09,"Nfixation_unamended","Rock",2,13.3,14.15,0.881008516868357,0.489525283429428
"Pilgrim River",2019-09-09,"Nfixation_unamended","Sediment",2,13.6,14.4,0,0
"Pilgrim River",2019-09-09,"Nfixation_unamended","Wood",2,13.7,14.15,0.430849815970159,0.2630703495109
"Pilgrim River",2019-09-09,"Denitrification_amended","Rock",2,12.5,14.2,501.60720828258,709.379716937331
"Pilgrim River",2019-09-09,"Denitrification_amended","Sediment",2,12.95,14.7,0,0
"Pilgrim River",2019-09-09,"Denitrification_amended","Wood",2,13.75,14.3,0,0
"Pilgrim River",2019-09-09,"Denitrification_unamended","Rock",2,13.65,14.4,760.951036640048,1076.14727631822
"Pilgrim River",2019-09-09,"Denitrification_unamended","Sediment",2,13.75,14.55,823.225078913805,1164.21607148556
"Pilgrim River",2019-09-09,"Denitrification_unamended","Wood",2,13.6,14.45,71.6463433374043,101.323230442196
"Poker Creek",2019-07-10,"Nfixation_unamended","Rock",2,7.6,8.5,0.418723976357674,0.592165126255814
"Poker Creek",2019-07-10,"Nfixation_unamended","Sediment",3,8.46666666666667,8.96666666666667,1.55877388376626,1.60538526390966
"Poker Creek",2019-07-10,"Nfixation_unamended","Wood",2,8.35,9,0.952225974561636,0.17618852865592
"Poker Creek",2019-07-10,"Denitrification_amended","Rock",2,7.2,8.6,1183.50452296229,1673.72814750317
"Poker Creek",2019-07-10,"Denitrification_amended","Sediment",3,7.76666666666667,9,622.806136376094,540.726876469592
"Poker Creek",2019-07-10,"Denitrification_amended","Wood",2,8.3,9.05,0,0
"Poker Creek",2019-07-10,"Denitrification_unamended","Rock",2,7.45,8.55,0,0
"Poker Creek",2019-07-10,"Denitrification_unamended","Sediment",3,8.16666666666667,8.96666666666667,523.202687940377,906.213638169336
"Poker Creek",2019-07-10,"Denitrification_unamended","Wood",2,8.6,9.15,0,0
"Pringle Creek",2018-06-09,"Nfixation_unamended","Pebble",2,26.85,30.95,37.4552907774169,16.0017151650038
"Pringle Creek",2018-06-09,"Nfixation_unamended","Rock",2,26.1,28.6,57.0617377037984,54.7906966069427
"Pringle Creek",2018-06-09,"Nfixation_unamended","Sediment",3,27.3,31,18.0942032131544,10.2397009013566
